id,name,slug,batch,status,industry,subindustry,one_liner,website,all_locations,team_size,url
22323,CapWay,capway,Summer 2020,Inactive,Fintech,Fintech -> Consumer Finance,Inclusive financial technology service provider.,http://www.CapWay.com,"Atlanta, GA, USA",9,https://www.ycombinator.com/companies/capway
21899,ClearMix,clearmix,Summer 2020,Inactive,B2B,B2B -> Marketing,"On-Demand, Fully-Remote Marketing and Sales Video Production Platform",https://clearmix.com,"New York City, NY, USA; New York, NY, USA; Remote",7,https://www.ycombinator.com/companies/clearmix
21848,Duckly,gitduck,Summer 2020,Inactive,B2B,"B2B -> Engineering, Product and Design",Video chat with real-time collaboration.,https://duckly.com,"San Francisco, CA, USA; Remote",5,https://www.ycombinator.com/companies/gitduck
21895,Foreword,foreword,Summer 2020,Inactive,Education,Education,"A marketplace for live, online workshops for professionals",https://www.foreword.live/,"San Francisco, CA, USA; Remote",2,https://www.ycombinator.com/companies/foreword
22184,Here,here,Summer 2020,Inactive,Consumer,Consumer -> Social,"Where friends watch, play and hang together in digital rooms",https://here.fm,"New York City, NY, USA",9,https://www.ycombinator.com/companies/here
21993,Hyper Online,hyper-online,Summer 2020,Inactive,Consumer,Consumer -> Social,Social avatar platform for VTubers,https://www.hyper.online/,"San Francisco, CA, USA",7,https://www.ycombinator.com/companies/hyper-online
21999,In Stock,in-stock,Summer 2020,Inactive,B2B,B2B -> Retail,"Find any product, in stock nearby",https://instock.org,"San Francisco, CA, USA; Santa Cruz, CA, USA",2,https://www.ycombinator.com/companies/in-stock
22032,Intelligent,intelligent,Summer 2020,Inactive,B2B,B2B -> Sales,Demand Forecasting as a Service ,https://www.intelligent.services/,"San Francisco, CA, USA; Los Altos, CA, USA; Remote",4,https://www.ycombinator.com/companies/intelligent
22007,Jam.gg (formerly Piepacker),jam-gg,Summer 2020,Inactive,Consumer,Consumer -> Gaming,"Jam.gg, play couch games online with friends",https://jam.gg/,"San Francisco, CA, USA; Remote",,https://www.ycombinator.com/companies/jam-gg
21815,Jeevam Health,jeevam-health,Summer 2020,Inactive,Healthcare,Healthcare -> Consumer Health and Wellness,Digital holistic care for complex chronic conditions ,https://www.jeevamhealth.com/,"Bengaluru, KA, India",25,https://www.ycombinator.com/companies/jeevam-health
22106,Letter,letter,Summer 2020,Inactive,Fintech,Fintech -> Banking and Exchange,Beautifully designed banking for high net-worth individuals.,https://letter.co,"San Diego, CA, USA; Remote",9,https://www.ycombinator.com/companies/letter
22195,Lume,lume,Summer 2020,Inactive,Healthcare,Healthcare,,https://www.uselume.com,"New York City, NY, USA",,https://www.ycombinator.com/companies/lume
22033,Memo,memo,Summer 2020,Inactive,B2B,"B2B -> Engineering, Product and Design",Memo is modern communication that helps you get your focus back,https://sendmemo.app,"Exeter, England, United Kingdom; Remote",2,https://www.ycombinator.com/companies/memo
21733,Metamanagement,metamanagement,Summer 2020,Inactive,B2B,B2B -> Infrastructure,We help SaaS companies deploy into their customer's environment.,https://metamanagement.dev,"San Francisco, CA, USA",1,https://www.ycombinator.com/companies/metamanagement
22205,MilkRun,milkrun,Summer 2020,Inactive,Consumer,Consumer -> Food and Beverage,"Get Food From Farmers, Delivered.",https://www.localmilkrun.com/,"Portland, OR, USA; Remote",38,https://www.ycombinator.com/companies/milkrun
21858,Monosi,monosi,Summer 2020,Inactive,B2B,"B2B -> Engineering, Product and Design",Open Source Data Observability,https://monosi.dev,"San Francisco, CA, USA",2,https://www.ycombinator.com/companies/monosi
22251,Nextstore,nextstore,Summer 2020,Inactive,B2B,B2B -> Marketing,Mobile optimized storefronts for Shopify,https://nextstore.com,"Paris, Île-de-France, France",6,https://www.ycombinator.com/companies/nextstore
21813,Nototo,nototo,Summer 2020,Inactive,B2B,B2B -> Productivity,A workspace with a spatial interface,https://www.nototo.app,"Vancouver, BC, Canada",3,https://www.ycombinator.com/companies/nototo
21984,Oico,oico,Summer 2020,Inactive,B2B,B2B -> Operations,B2B marketplace for construction material in Brazil.,https://en.oico.com.br/,"São Paulo, SP, Brazil",35,https://www.ycombinator.com/companies/oico
22052,OneKey,onekey,Summer 2020,Inactive,Fintech,Fintech -> Consumer Finance,Find the most profitable sites to build EV charging station,https://getonekey.io,"Paris, Île-de-France, France; Remote",3,https://www.ycombinator.com/companies/onekey
13159,Openbase,openbase,Summer 2020,Inactive,B2B,"B2B -> Engineering, Product and Design",Open-source library discovery,,"San Francisco, CA, USA; Remote",,https://www.ycombinator.com/companies/openbase
13435,Overfit,overfit,Summer 2020,Inactive,Healthcare,Healthcare -> Consumer Health and Wellness,Human coach for accountability + AI for personalized workouts,https://overfit.com,"San Francisco, CA, USA; Mountain View, CA, USA",4,https://www.ycombinator.com/companies/overfit
22268,Parade,parade,Summer 2020,Inactive,B2B,B2B -> Productivity,Launch your company without hiring a designer,https://www.getparade.com,"Seattle, WA, USA; Remote",5,https://www.ycombinator.com/companies/parade
22322,Payflow,payflow-2,Summer 2020,Inactive,B2B,B2B -> Finance and Accounting,"AI FP&A Agent for insights, reports, planning and forecasting.",https://www.payflow.ai,"New York City, NY, USA",7,https://www.ycombinator.com/companies/payflow-2
22301,Quell,quell,Summer 2020,Inactive,Consumer,Consumer -> Consumer Electronics,Get fit fighting your way through a fantasy world.,https://playquell.com,"London, England, United Kingdom",40,https://www.ycombinator.com/companies/quell
21814,Queue,queue,Summer 2020,Inactive,B2B,"B2B -> Engineering, Product and Design",All-in-one platform for agencies to launch and grow,https://usequeue.com,"Miami, FL, USA; Remote",5,https://www.ycombinator.com/companies/queue
21810,RTCanary,rtcanary,Summer 2020,Inactive,Consumer,Consumer -> Virtual and Augmented Reality,We are a monitoring and analytics plugin for all video chat platforms.,https://www.RTCanary.com,"San Francisco, CA, USA; San Jose, CA, USA; Remote",,https://www.ycombinator.com/companies/rtcanary
13173,Racer,racer,Summer 2020,Inactive,Consumer,Consumer -> Food and Beverage,15-minute food delivery,http://racer.app,"New York City, NY, USA; New York, NY, USA",7,https://www.ycombinator.com/companies/racer
13732,Reploy,reploy,Summer 2020,Inactive,B2B,B2B -> Infrastructure,"Instant, shareable staging environments",https://getreploy.com/,"San Francisco, CA, USA",4,https://www.ycombinator.com/companies/reploy
21802,Rume,rume,Summer 2020,Inactive,Consumer,Consumer -> Social,Video chat that doesn't feel like work,https://rume.video,"San Francisco, CA, USA",3,https://www.ycombinator.com/companies/rume
21794,Shuttle,shuttle,Summer 2020,Inactive,B2B,B2B -> Infrastructure,Build Backends. Fast.,https://www.shuttle.dev,"London, England, United Kingdom",12,https://www.ycombinator.com/companies/shuttle
22256,Sonar,sonar,Summer 2020,Inactive,Consumer,Consumer -> Social,Minecraft meets Discord,https://sonar.app,"San Francisco, CA, USA",4,https://www.ycombinator.com/companies/sonar
21985,Streamdal,streamdal,Summer 2020,Inactive,B2B,B2B -> Infrastructure,Data Quality & Playback Platform,https://streamdal.com,"Portland, OR, USA; Remote",9,https://www.ycombinator.com/companies/streamdal
21896,TANGObuilder,tangobuilder,Summer 2020,Inactive,Real Estate and Construction,Real Estate and Construction -> Construction,TANGObuilder automates structural engineers jobs. ,https://www.tangobuilder.com,"San Francisco, CA, USA; Remote",9,https://www.ycombinator.com/companies/tangobuilder
13306,Trident Bioscience,trident-bioscience,Summer 2020,Inactive,Healthcare,Healthcare -> Drug Discovery and Delivery,Accelerating protein engineering.,https://trident.bio,"San Francisco, CA, USA; Mountain View, CA, USA; Remote",1,https://www.ycombinator.com/companies/trident-bioscience
22001,Tydo,polyops,Summer 2020,Inactive,B2B,B2B -> Analytics,Turn your data into intelligence,https://www.tydo.com,"Los Angeles, CA, USA",14,https://www.ycombinator.com/companies/polyops
13089,Unfaze AI,unfaze-ai,Summer 2020,Inactive,B2B,B2B,Create stunning product images and short-form promotional videos 10x…,https://unfaze.ai/,"San Francisco, CA, USA",7,https://www.ycombinator.com/companies/unfaze-ai
22049,Virtually,virtually,Summer 2020,Inactive,B2B,B2B,"The ""Shopify"" for Online Schools",https://tryvirtually.com/,"New York City, NY, USA; New York, NY, USA; Remote",5,https://www.ycombinator.com/companies/virtually
21956,buildspace,buildspace,Summer 2020,Inactive,Education,Education,we're the place where people build cool shit.,https://buildspace.so/,"San Francisco, CA, USA",5,https://www.ycombinator.com/companies/buildspace
24147,Abbot,abbot,Summer 2021,Inactive,B2B,B2B -> Sales,Your Customer Success Co-Pilot,https://ab.bot,"San Francisco, CA, USA; Remote",5,https://www.ycombinator.com/companies/abbot
24042,Akudo,akudo,Summer 2021,Inactive,Fintech,Fintech -> Payments,India's first learning-focused neobank for teenagers,https://www.akudo.in/,"Bengaluru, KA, India",20,https://www.ycombinator.com/companies/akudo
24600,Algofi,algofi,Summer 2021,Inactive,Fintech,Fintech,Building the new financial system,https://algofi.org,,7,https://www.ycombinator.com/companies/algofi
24343,Apollo,apollo-2,Summer 2021,Inactive,Fintech,Fintech -> Consumer Finance,The card that rewards you with stock ,https://www.withapollo.com/,"San Francisco, CA, USA",3,https://www.ycombinator.com/companies/apollo-2
24818,BlackOakTV,blackoaktv,Summer 2021,Inactive,Consumer,Consumer -> Content,A video subscription platform serving black viewers and creators.,https://blackoak.tv,"New York City, NY, USA; New York, NY, USA",2,https://www.ycombinator.com/companies/blackoaktv
24025,Buzzle,buzzle,Summer 2021,Inactive,B2B,"B2B -> Engineering, Product and Design",Automatic voice-of-customer trends & metrics from sales conversations.,https://buzzle.ai,"Philadelphia, PA, USA; New York, NY, USA; Remote",3,https://www.ycombinator.com/companies/buzzle
24867,Cache,cache,Summer 2021,Inactive,Consumer,Consumer -> Food and Beverage,"Online convenience stores fulfilled by tiny, automated dark stores.",http://www.grabcache.com,"San Francisco, CA, USA",2,https://www.ycombinator.com/companies/cache
24762,Canopi,canopi,Summer 2021,Inactive,B2B,B2B,API to measure and eliminate carbon emissions,https://canopi.cash,"San Francisco, CA, USA; Remote",,https://www.ycombinator.com/companies/canopi
24370,Comet Health,comet-health,Summer 2021,Inactive,Healthcare,Healthcare -> Consumer Health and Wellness,Digital platform for pelvic floor physical therapy,https://trycomet.com,"San Francisco, CA, USA; Palo Alto, CA, USA; Remote",3,https://www.ycombinator.com/companies/comet-health
24163,Commery,commery,Summer 2021,Inactive,Real Estate and Construction,Real Estate and Construction -> Housing and Real Estate,Marketplace to lease commercial real estate,http://trycommery.com,"New York City, NY, USA; New York, NY, USA; Remote",3,https://www.ycombinator.com/companies/commery
24257,Covie,covie,Summer 2021,Inactive,Fintech,Fintech -> Insurance,Programmatic building blocks for transacting with insurance,https://www.covie.com,"Austin, TX, USA",14,https://www.ycombinator.com/companies/covie
24605,Dime,dime,Summer 2021,Inactive,B2B,"B2B -> Engineering, Product and Design",Instant E2E tests for your website,https://www.dime.io/,"San Francisco, CA, USA; Remote",2,https://www.ycombinator.com/companies/dime
24380,FastFarma,fastfarma,Summer 2021,Inactive,Healthcare,Healthcare -> Consumer Health and Wellness,"Digital pharmacy for Latam, that saves you money and time.",http://www.fastfarma.com,"Quito, Pichincha, Ecuador",8,https://www.ycombinator.com/companies/fastfarma
23985,FirstQuadrant,firstquadrant,Summer 2021,Inactive,B2B,B2B -> Sales,Sales AI that helps revenue teams move faster and close more deals.,https://firstquadrant.ai,"San Francisco, CA, USA",2,https://www.ycombinator.com/companies/firstquadrant
24026,Flowbo,flowbo-inc,Summer 2021,Inactive,Fintech,Fintech -> Consumer Finance,Pipe for online businesses,https://www.flowbo.co/,"Los Angeles, CA, USA; Seoul, Seoul, South Korea",2,https://www.ycombinator.com/companies/flowbo-inc
24408,Forage Mail,forage-mail,Summer 2021,Inactive,Consumer,Consumer,AI that solves email overwhelm. Not another mail app.,https://foragemail.com,"New York City, NY, USA; Remote",4,https://www.ycombinator.com/companies/forage-mail
23963,Gobillion,gobillion,Summer 2021,Inactive,Consumer,Consumer,Pinduoduo for India,https://gobillion.co,"New Delhi, DL, India",10,https://www.ycombinator.com/companies/gobillion
23842,Hedgehog,hedgehog,Summer 2021,Inactive,Fintech,Fintech,Cryptocurrency Robo-adviser. Buy. Balance. Relax.,https://hedgehog.app,"San Francisco, CA, USA; San Jose, CA, USA; Remote",5,https://www.ycombinator.com/companies/hedgehog
24488,Heimdal,heimdal,Summer 2021,Inactive,Industrials,Industrials -> Climate,Affordable and verified direct air carbon capture and storage,https://www.heimdalccu.com,"Denver, CO, USA",12,https://www.ycombinator.com/companies/heimdal
24460,Hera,hera,Summer 2021,Inactive,B2B,B2B -> Productivity,"Calendar app to prepare, join and follow-up on virtual meetings",https://hera.so,"Paris, Île-de-France, France",3,https://www.ycombinator.com/companies/hera
24351,Hypercontext,hypercontext,Summer 2021,Inactive,B2B,B2B -> Productivity,"Meeting agendas, notes, & goals that tie back to your OKRs",https://hypercontext.com,"Toronto, ON, Canada; Remote",15,https://www.ycombinator.com/companies/hypercontext
23727,Hyperseed,hyperseed,Summer 2021,Inactive,B2B,B2B -> Finance and Accounting,Zapier for billing,https://hyperseed.com,"San Francisco, CA, USA; Austin, TX, USA; Remote",3,https://www.ycombinator.com/companies/hyperseed
24266,Ivella,ivella,Summer 2021,Inactive,Fintech,Fintech -> Consumer Finance,Banking and savings products designed for couples,https://www.ivella.com/,"Los Angeles, CA, USA; Santa Monica, CA, USA",8,https://www.ycombinator.com/companies/ivella
23970,Jupe,jupe,Summer 2021,Inactive,Real Estate and Construction,Real Estate and Construction -> Housing and Real Estate,Just add land,http://www.jupe.com,"San Francisco, CA, USA",7,https://www.ycombinator.com/companies/jupe
24167,Kindamagical,kindamagical,Summer 2021,Inactive,B2B,B2B,Create + share amazing product GIFs in minutes ⚡️,https://www.kindamagical.com,"San Francisco, CA, USA; Mill Valley, CA, USA; Remote",1,https://www.ycombinator.com/companies/kindamagical
24424,Kodda,kodda,Summer 2021,Inactive,Healthcare,Healthcare -> Consumer Health and Wellness,,https://www.kodda.com/,"Monterrey, N.L., Mexico",7,https://www.ycombinator.com/companies/kodda
24156,Lariat Data,lariat-data,Summer 2021,Inactive,B2B,"B2B -> Engineering, Product and Design",Observability for Data Engineering Teams,https://www.lariatdata.com,"New York City, NY, USA",3,https://www.ycombinator.com/companies/lariat-data
24498,Levo,levo,Summer 2021,Inactive,Fintech,Fintech -> Asset Management,Treasury management platform for SMBs to optimize idle cash in Latam,https://www.levo.mx,"Mexico City, CDMX, Mexico; Remote",6,https://www.ycombinator.com/companies/levo
23831,Lobby,lobby,Summer 2021,Inactive,Healthcare,Healthcare,Local onboarding for the $200B health tourism industry,https://www.uselobby.com/,"London, England, United Kingdom",1,https://www.ycombinator.com/companies/lobby
24692,Membo,membo,Summer 2021,Inactive,Consumer,Consumer -> Food and Beverage,"Groceries fresher than a farmer’s market, delivered to you (EU)",https://membo.ee?lang=en,"Tallinn, Harju County, Estonia",3,https://www.ycombinator.com/companies/membo
23818,Mentorcam,mentorcam,Summer 2021,Inactive,Education,Education,Mentorship from leaders of the world's best companies,https://mentor.cam/,"Los Angeles, CA, USA",9,https://www.ycombinator.com/companies/mentorcam
24185,Micro Meat,micro-meat,Summer 2021,Inactive,Industrials,Industrials -> Agriculture,Technologies for scaling up cultured/clean meat production,http://www.micromeat.com,"Monterrey, N.L., Mexico",,https://www.ycombinator.com/companies/micro-meat
24383,Milky Way AI,milky-way-ai,Summer 2021,Inactive,B2B,B2B -> Retail,Mobile app for CPG brands to connect to millions of stores globally,https://milkyway.ai/,"Singapore, Singapore; Remote",5,https://www.ycombinator.com/companies/milky-way-ai
24779,Mindmesh,mindmesh,Summer 2021,Inactive,B2B,B2B -> Productivity,Mindmesh is the virtual desk that puts you in control. ,https://mindmesh.com,"Boston, MA, USA",7,https://www.ycombinator.com/companies/mindmesh
24461,Mine,mine,Summer 2021,Inactive,Fintech,Fintech -> Consumer Finance,The AI personal finance company. ,https://usemine.com/,"New York City, NY, USA",18,https://www.ycombinator.com/companies/mine
24405,Mixr,mixr,Summer 2021,Inactive,B2B,B2B -> Human Resources,Team building through online game tournaments. ,https://mixronline.com,"Toronto, ON, Canada; Remote",4,https://www.ycombinator.com/companies/mixr
24700,Moving Parts,moving-parts,Summer 2021,Inactive,B2B,"B2B -> Engineering, Product and Design",Delightful components for iOS.,https://movingparts.io,"Berlin, Berlin, Germany; Remote",2,https://www.ycombinator.com/companies/moving-parts
24157,Nexus,nexus,Summer 2021,Inactive,Fintech,Fintech -> Consumer Finance,Nexus  offers a unified checking and investment account.,https://nexushq.com,"San Francisco, CA, USA; Mountain View, CA, USA; Remote",2,https://www.ycombinator.com/companies/nexus
24084,Nino Foods,nino-foods,Summer 2021,Inactive,Consumer,Consumer -> Food and Beverage,Building India's fast food empire,https://eatnino.com/,"MH, India",250,https://www.ycombinator.com/companies/nino-foods
24843,OneShop,oneshop,Summer 2021,Inactive,Consumer,Consumer,List on multiple resale marketplaces,https://oneshop.com,"San Francisco, CA, USA",10,https://www.ycombinator.com/companies/oneshop
24302,OneStopKitchen,onestopkitchen,Summer 2021,Inactive,Consumer,Consumer -> Food and Beverage,AI-Driven Tech & Space Optimization to Scale Restaurants,https://onestopkitchen.com/,"San Francisco, CA, USA",10,https://www.ycombinator.com/companies/onestopkitchen
24580,Onsite Pro,onsite-pro,Summer 2021,Inactive,B2B,B2B,Revolutionizing digital selling within HVAC,https://onsitepro.co,"San Francisco, CA, USA",4,https://www.ycombinator.com/companies/onsite-pro
24774,Opkit,opkit,Summer 2021,Inactive,Healthcare,Healthcare -> Healthcare IT,AI phone calls for the US healthcare industry,https://opkit.co/,"New York City, NY, USA; New York, NY, USA",,https://www.ycombinator.com/companies/opkit
24602,PAYZE,payze,Summer 2021,Inactive,Fintech,Fintech -> Payments,Stripe for former Soviet Union countries,https://payze.io/,"Tbilisi, Tbilisi, Georgia; Tbilisi, Georgia",4,https://www.ycombinator.com/companies/payze
24159,Patterns,patterns,Summer 2021,Inactive,B2B,B2B -> Analytics,Next-Gen Financial Analysis and Reporting with AI Agents,https://patterns.app/,"San Francisco, CA, USA",2,https://www.ycombinator.com/companies/patterns
24255,Perfekto,perfekto,Summer 2021,Inactive,Consumer,Consumer -> Food and Beverage,Grocery subscription service against food waste in Latam,https://www.perfekto.mx/,"Mexico City, CDMX, Mexico",33,https://www.ycombinator.com/companies/perfekto
24046,PropReturns,propreturns,Summer 2021,Inactive,Real Estate and Construction,Real Estate and Construction -> Housing and Real Estate,End-to-end commercial real estate transaction platform ,https://www.propreturns.com/,"MH, India",40,https://www.ycombinator.com/companies/propreturns
24823,Protego,protego,Summer 2021,Inactive,B2B,B2B -> Security,We help companies recover lost revenue from chargebacks,https://www.protegosolutions.io/,"Bogotá, Bogota, Colombia; Remote",5,https://www.ycombinator.com/companies/protego
24858,Quest,quest,Summer 2021,Inactive,Consumer,Consumer -> Content,Audio career advice,http://quest.app,"Amsterdam, NH, Netherlands",5,https://www.ycombinator.com/companies/quest
24556,Revery AI,revery-ai,Summer 2021,Inactive,Consumer,Consumer -> Social,Tiktok for fashion - where designers show their work + build traction,https://revery.ai,"Emeryville, CA, USA",5,https://www.ycombinator.com/companies/revery-ai
24339,Ruta Health,ruta-health,Summer 2021,Inactive,B2B,B2B,Async personalized and actionable health education by real doctors,https://www.rutahealth.com/,"San Francisco, CA, USA",1,https://www.ycombinator.com/companies/ruta-health
24669,Ruth Health,ruth-health,Summer 2021,Inactive,Healthcare,Healthcare -> Healthcare Services,Telehealth hub for pregnant people 🧡,https://www.ruthhealth.com/,"New York City, NY, USA; Los Angeles, CA, USA; New York, NY, USA; Remote",8,https://www.ycombinator.com/companies/ruth-health
24304,Scratch Data,scratch-data,Summer 2021,Inactive,B2B,B2B -> Infrastructure,Analytics for builders. Record and query billions of datapoints with…,https://www.scratchdata.com,"New York City, NY, USA; New York, NY, USA; Remote",1,https://www.ycombinator.com/companies/scratch-data
24235,SenpAI.GG,senpai-gg,Summer 2021,Inactive,Consumer,Consumer -> Gaming,Personal gaming coach for PC gamers globally ,https://senpai.gg/,"Boston, MA, USA",12,https://www.ycombinator.com/companies/senpai-gg
24024,SolarMente,solarmente,Summer 2021,Inactive,Consumer,Consumer,Home electrification at $0 upfront cost,https://solarmente.es,"Barcelona, CT, Spain",65,https://www.ycombinator.com/companies/solarmente
24816,Spoken,spoken,Summer 2021,Inactive,Consumer,Consumer -> Home and Personal,Never overpay online,http://www.spoken.io,"New York City, NY, USA; New York, NY, USA; Remote",7,https://www.ycombinator.com/companies/spoken
24787,Squire.ai,squire-ai,Summer 2021,Inactive,B2B,"B2B -> Engineering, Product and Design",Never code alone.,https://squire.ai,"San Francisco, CA, USA; Canada",8,https://www.ycombinator.com/companies/squire-ai
24839,Talentdrop,talentdrop,Summer 2021,Inactive,B2B,B2B -> Recruiting and Talent,Your personal hiring page.,https://www.talentdrop.com/,"San Francisco, CA, USA; Atherton, CA, USA; Remote",3,https://www.ycombinator.com/companies/talentdrop
24108,V-Flow Medical,v-flow-medical-inc,Summer 2021,Inactive,Healthcare,Healthcare -> Medical Devices,Transforming the lives of millions of women suffering from chronic…,https://www.vflowmedicalinc.com/,"San Clemente, CA, USA; Remote",4,https://www.ycombinator.com/companies/v-flow-medical-inc
24681,Verde,verde,Summer 2021,Inactive,Fintech,Fintech -> Credit and Lending,Digital lending platform for Brazilian farmers,https://www.verde.agr.br,"São Paulo, SP, Brazil",4,https://www.ycombinator.com/companies/verde
23861,Wabi,wabi,Summer 2021,Inactive,B2B,B2B,We are Shopify for the $15B creator economy in LATAM,http://www.wabi.build,"San Francisco, CA, USA; Remote",3,https://www.ycombinator.com/companies/wabi
23659,Zage,zage,Summer 2021,Inactive,Fintech,Fintech,Pay by bank and earn rewards,https://tryzage.com,"San Francisco, CA, USA",10,https://www.ycombinator.com/companies/zage
24524,outloud.ai,outloud-ai,Summer 2021,Inactive,B2B,B2B -> Retail,Building Gong.io for offline retail.,https://www.outloud.ai/,"Miami, FL, USA; Remote",5,https://www.ycombinator.com/companies/outloud-ai
26666,Airtrain AI,airtrain-ai,Summer 2022,Inactive,B2B,B2B -> Infrastructure,No-code data curation for LLM fine-tuning and evaluation.,https://airtrain.ai,"San Francisco, CA, USA",5,https://www.ycombinator.com/companies/airtrain-ai
26681,Alma,alma,Summer 2022,Inactive,Fintech,Fintech -> Consumer Finance,Gamified mobile banking app where people can win $1M every Wednesday,https://www.myalmafi.com,"Seattle, WA, USA; Palo Alto, CA, USA; Remote",,https://www.ycombinator.com/companies/alma
27159,Almond,almond,Summer 2022,Inactive,Healthcare,Healthcare -> Consumer Health and Wellness,We make it easy to get great ObGyn care  in-person and over telehealth,https://www.almondobgyn.com/,"Los Angeles, CA, USA",8,https://www.ycombinator.com/companies/almond
27045,Argovox,argovox,Summer 2022,Inactive,Fintech,Fintech,Voice AI agents for patient billing and collections,https://www.argovox.com/,"San Francisco, CA, USA",3,https://www.ycombinator.com/companies/argovox
26732,BricksAI,bricksai,Summer 2022,Inactive,B2B,B2B -> Infrastructure,Streamlining LLM application management for enterprises,https://www.trybricks.ai/,"San Francisco, CA, USA",2,https://www.ycombinator.com/companies/bricksai
26770,Bridgecard,bridgecard,Summer 2022,Inactive,Fintech,Fintech -> Payments,Card issuer for Africa,https://bridgecard.cards,"Lagos, LA, Nigeria",5,https://www.ycombinator.com/companies/bridgecard
27221,CAPSULE,capsule,Summer 2022,Inactive,Consumer,Consumer -> Apparel and Cosmetics,Buy anything you find on social media,https://www.shopcapsule.ai/,"San Francisco, CA, USA",4,https://www.ycombinator.com/companies/capsule
26723,CustomerOS,customeros,Summer 2022,Inactive,B2B,B2B -> Sales,Uncover high-fit leads already silently engaging with your brand,https://customeros.ai,"London, England, United Kingdom; Remote",10,https://www.ycombinator.com/companies/customeros
26752,Delegasi,delegasi,Summer 2022,Inactive,B2B,B2B -> Finance and Accounting,Automated accounting service for small businesses in Indonesia,https://delegasi.co/,"Bandung, West Java, Indonesia",8,https://www.ycombinator.com/companies/delegasi
26663,Denormalized,denormalized,Summer 2022,Inactive,B2B,B2B -> Infrastructure,serverless platform for real-time data,https://www.denormalized.io/,"San Francisco, CA, USA",2,https://www.ycombinator.com/companies/denormalized
27264,Dev Tools AI,dev-tools-ai,Summer 2022,Inactive,B2B,"B2B -> Engineering, Product and Design",AI powered web & mobile automation,https://dev-tools.ai,"San Francisco, CA, USA",2,https://www.ycombinator.com/companies/dev-tools-ai
26673,Dialect,dialect-2,Summer 2022,Inactive,B2B,B2B -> Productivity,"AI copilot for forms, questionnaires & RFX",https://www.usedialect.com,"San Francisco, CA, USA; Palo Alto, CA, USA",3,https://www.ycombinator.com/companies/dialect-2
27150,Drip,drip,Summer 2022,Inactive,Fintech,Fintech -> Payments,Shop and pay in installments anywhere ,https://dripapp.com.br/,"São Paulo, SP, Brazil; Remote",15,https://www.ycombinator.com/companies/drip
